id,name,serves,ingredients,instructions,meal_type,is_vegetarian,protein,carbs,fat,fiber,energy,iron_mg,magnesium_mg,calcium_mg,potassium_mg,sodium_mg,vitamin_c_mg
191,Souvlaki Wrap,2,"[{""id"": 343, ""name"": ""Souvlaki Wrap"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 43, ""name"": ""chicken"", ""quantity"": 250.0, ""serving_unit"": ""g""}, {""id"": 119, ""name"": ""olive oil"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 2.0, ""serving_unit"": ""tsp""}, {""id"": 61, ""name"": ""dried oregano"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 18, ""name"": ""black pepper"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 369, ""name"": ""pita bread"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 178, ""name"": ""tomato"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 146, ""name"": ""red onion"", ""quantity"": 0.5, ""serving_unit"": ""nos""}, {""id"": 57, ""name"": ""cucumber"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 478, ""name"": ""tzatziki sauce"", ""quantity"": 100.0, ""serving_unit"": ""g""}]","1. Marinate the chicken with olive oil, garlic, oregano, salt, and black pepper for at least 15 minutes. 2. Grill the chicken until cooked through and slightly charred. 3. Warm the pita bread on a grill or in a pan. 4. Slice the grilled chicken and place it into the warm pita. 5. Top with chopped tomatoes, sliced red onion, and cucumber. 6. Drizzle tzatziki sauce over the top. 7. Wrap the pita around the filling and enjoy!",lunch,f,79.74,5.24,41.49,0.82,773.87,2.99,88.37,163.92,836.97,2620.60,2.28
192,Dolmades,4,"[{""id"": 148, ""name"": ""rice"", ""quantity"": 1.0, ""serving_unit"": ""cup""}, {""id"": 345, ""name"": ""grape leaves"", ""quantity"": 20.0, ""serving_unit"": ""nos""}, {""id"": 346, ""name"": ""ground meat"", ""quantity"": 500.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 479, ""name"": ""herbs (dill, parsley, etc.)"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 101, ""name"": ""lemon juice"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}]","1. Rinse the rice and soak it in water for 30 minutes. Drain and set aside. 2. In a pan, sauté the chopped onion until translucent. 3. In a bowl, mix the rice, ground meat, sautéed onion, herbs, and lemon juice together. 4. Lay a grape leaf flat, place a spoonful of the filling at the base, and roll it tightly, folding in the sides. 5. Place the rolled dolmades seam-side down in a pot. 6. Cover the dolmades with leftover grape leaves, add some water to cover, and simmer for about 40 minutes. 7. Serve warm with lemon wedges.",snack,f,101.17,3.97,150.43,0.73,1670.74,13.20,107.14,123.05,1637.87,358.47,7.85
193,Bougatsa,4,"[{""id"": 1, ""name"": ""phyllo pastry"", ""quantity"": 8.0, ""serving_unit"": ""nos""}, {""id"": 2, ""name"": ""filling (usually custard or cheese)"", ""quantity"": 500.0, ""serving_unit"": ""g""}, {""id"": 3, ""name"": ""powdered sugar"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 4, ""name"": ""cinnamon"", ""quantity"": 5.0, ""serving_unit"": ""tsp""}, {""id"": 5, ""name"": ""butter"", ""quantity"": 100.0, ""serving_unit"": ""g""}]","1. Preheat the oven to 180°C (350°F). 2. In a greased baking tray, layer 4 sheets of phyllo pastry, brushing each with melted butter. 3. Spread the filling evenly over the phyllo. 4. Cover the filling with the remaining phyllo sheets, again brushing each with butter. 5. Cut into squares and bake for 30-40 minutes or until golden. 6. Dust with powdered sugar and cinnamon before serving.",breakfast,t,1.62,8.30,81.65,2.69,753.27,0.49,6.20,75.70,48.75,663.50,0.19
194,Cornetti,1,"[{""id"": 485, ""name"": ""Cornetti"", ""quantity"": 1.0, ""serving_unit"": ""nos""}]","To make cornetti, start by preparing the dough with flour, sugar, yeast, milk, butter, and a pinch of salt. Knead until smooth and allow to rise. Roll out the dough and cut into triangles, then fill with jam or chocolate, roll them up, and let them rise again before baking until golden.",breakfast,t,0.08,0.50,0.12,0.05,2.90,0.01,0.00,0.00,0.00,1.80,0.00
195,Margherita Pizza,2,"[{""id"": 1, ""name"": ""Pizza Dough"", ""quantity"": 250.0, ""serving_unit"": ""g""}, {""id"": 2, ""name"": ""Tomato Sauce"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 3, ""name"": ""Fresh Mozzarella"", ""quantity"": 150.0, ""serving_unit"": ""g""}, {""id"": 4, ""name"": ""Fresh Basil"", ""quantity"": 10.0, ""serving_unit"": ""g""}, {""id"": 5, ""name"": ""Olive Oil"", ""quantity"": 20.0, ""serving_unit"": ""ml""}, {""id"": 6, ""name"": ""Salt"", ""quantity"": 5.0, ""serving_unit"": ""g""}]",Preheat the oven to 220°C (428°F). Roll out the pizza dough into a circular shape. Spread tomato sauce evenly over the base. Tear fresh mozzarella and distribute it over the sauce. Scatter fresh basil leaves on top and drizzle with olive oil. Sprinkle with salt. Bake for 10-15 minutes until the crust is golden and the cheese is bubbly. Allow to cool slightly before slicing and serving.,lunch,t,0.00,0.00,20.00,0.00,176.80,0.00,0.20,0.05,0.25,0.40,0.00
196,Hotteok (Sweet Pancakes),4,"[{""id"": 440, ""name"": ""flour"", ""quantity"": 300.0, ""serving_unit"": ""g""}, {""id"": 226, ""name"": ""sugar"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 393, ""name"": ""active dry yeast"", ""quantity"": 2.0, ""serving_unit"": ""tsp""}, {""id"": 110, ""name"": ""milk"", ""quantity"": 200.0, ""serving_unit"": ""ml""}, {""id"": 188, ""name"": ""water"", ""quantity"": 150.0, ""serving_unit"": ""ml""}, {""id"": 237, ""name"": ""vegetable oil"", ""quantity"": 20.0, ""serving_unit"": ""g""}, {""id"": 48, ""name"": ""cinnamon"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 488, ""name"": ""chopped nuts"", ""quantity"": 50.0, ""serving_unit"": ""g""}]","1. In a mixing bowl, combine flour, sugar, and yeast. 
2. In another bowl, mix milk, water, and vegetable oil. 
3. Gradually add the liquid ingredients to the dry ingredients, mixing until dough forms. 
4. Knead for a few minutes until smooth and let it rise for 30 minutes. 
5. Divide the dough into small balls and flatten them slightly. 
6. In the center of each dough ball, place chopped nuts and a sprinkle of cinnamon. 
7. Fold the dough over the filling and seal well. 
8. Heat a pan and place the pancakes, cooking until golden brown on both sides. 
9. Serve warm and enjoy!",snack,t,48.00,300.13,56.03,12.65,1896.17,14.69,213.60,316.52,959.31,94.60,0.04
197,Elote (Street Corn),4,"[{""id"": 52, ""name"": ""corn"", ""quantity"": 4.0, ""serving_unit"": ""nos""}, {""id"": 384, ""name"": ""mayonnaise"", ""quantity"": 3.0, ""serving_unit"": ""tbsp""}, {""id"": 105, ""name"": ""lime"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 385, ""name"": ""cotija cheese"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 231, ""name"": ""red chili powder"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 381, ""name"": ""cilantro"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 27, ""name"": ""butter"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}]","1. Preheat your grill to medium-high heat. 2. Grill the corn for about 10-12 minutes, turning occasionally until charred. 3. In a bowl, mix the mayonnaise, lime juice, chili powder, and a pinch of salt until smooth. 4. Once the corn is done, brush it with melted butter. 5. Spread the mayonnaise mixture over the corn. 6. Sprinkle the cotija cheese and fresh cilantro on top. 7. Serve with extra lime wedges on the side for squeezing over the corn.",snack,t,12.42,2.93,16.68,0.16,213.01,0.32,12.12,402.25,75.98,8.47,1.10
198,Huevos Rancheros,2,"[{""id"": 240, ""name"": ""eggs"", ""quantity"": 4.0, ""serving_unit"": ""nos""}, {""id"": 387, ""name"": ""corn tortillas"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 178, ""name"": ""tomato"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 381, ""name"": ""cilantro"", ""quantity"": 1.0, ""serving_unit"": ""cup""}, {""id"": 492, ""name"": ""jalapeño"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 18, ""name"": ""black pepper"", ""quantity"": 0.5, ""serving_unit"": ""tsp""}, {""id"": 40, ""name"": ""cheddar cheese"", ""quantity"": 0.5, ""serving_unit"": ""cup""}, {""id"": 8, ""name"": ""avocado"", ""quantity"": 1.0, ""serving_unit"": ""nos""}]","1. In a skillet, heat a bit of oil over medium heat. Add chopped onions and jalapeños and sauté until soft. 
2. Add chopped tomatoes and cook until they start to break down. Season with salt and pepper. 
3. In another pan, fry the eggs sunny-side up until the whites are set but yolks remain runny. 
4. Warm the tortillas in a separate skillet or microwave. 
5. To assemble, place tortillas on plates, top with the tomato-jalapeño mixture, then the fried eggs. 
6. Garnish with avocado slices, cilantro, and cheese. Serve immediately.",breakfast,t,0.85,1.56,0.80,0.36,16.17,0.17,2.97,9.55,36.67,2309.74,2.01
199,Chicken Tagine,4,"[{""id"": 495, ""name"": ""Preserved Lemons"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 494, ""name"": ""Saffron"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 498, ""name"": ""Turmeric"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}]","1. In a tagine or heavy pot, heat some oil and add chicken pieces. Brown the chicken on all sides and then remove it.
2. In the same pot, add chopped onions, garlic, and ginger, and sauté until fragrant.
3. Return the chicken to the pot. Add carrots, preserved lemons (rinsed and chopped), saffron, turmeric, cumin, and cinnamon.
4. Add water or chicken broth to cover the chicken. Bring to a boil, then reduce heat and cover.
5. Let it simmer for about 45 minutes or until the chicken is cooked through and tender.
6. Serve with olives and fresh herbs, accompanied by couscous or bread.",lunch,f,0.21,1.37,0.16,0.30,7.18,0.06,2.13,2.28,17.24,0.50,0.00
200,Baghir (Moroccan Pancakes),4,"[{""id"": 260, ""name"": ""all-purpose flour"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 393, ""name"": ""active dry yeast"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 226, ""name"": ""sugar"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 188, ""name"": ""water"", ""quantity"": 500.0, ""serving_unit"": ""ml""}, {""id"": 110, ""name"": ""milk"", ""quantity"": 500.0, ""serving_unit"": ""ml""}, {""id"": 275, ""name"": ""Baking powder"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 499, ""name"": ""cornmeal"", ""quantity"": 100.0, ""serving_unit"": ""g""}]","1. In a bowl, mix the all-purpose flour, cornmeal, baking powder, sugar, yeast, and salt. 2. Gradually stir in the milk and water to form a smooth batter. 3. Cover the bowl and let it rest for 30 minutes until bubbles form. 4. Heat a non-stick skillet over medium heat. Pour small amounts of batter to make pancakes and cook until holes form on the surface. 5. Flip and cook for another minute until golden. Enjoy warm with honey or syrup!",breakfast,t,45.63,256.17,22.07,13.44,1423.46,14.84,165.22,956.16,1175.07,2524.02,0.00
201,Couscous with Vegetables,4,"[{""id"": 56, ""name"": ""couscous"", ""quantity"": 300.0, ""serving_unit"": ""g""}, {""id"": 235, ""name"": ""Mixed Vegetables"", ""quantity"": 500.0, ""serving_unit"": ""g""}, {""id"": 119, ""name"": ""olive oil"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 188, ""name"": ""water"", ""quantity"": 500.0, ""serving_unit"": ""ml""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 18, ""name"": ""black pepper"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 325, ""name"": ""cumin"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 162, ""name"": ""smoked paprika"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 500, ""name"": ""fresh vegetables"", ""quantity"": 500.0, ""serving_unit"": ""g""}]","1. Prepare the couscous by bringing water to a boil and adding salt. 2. Stir in the couscous, cover, and remove from heat. 3. Let it sit for 5 minutes, then fluff with a fork. 4. In a separate pan, heat olive oil over medium heat. 5. Add minced garlic and sauté for a minute. 6. Add the mixed vegetables and cook until tender. 7. Season with cumin, smoked paprika, salt, and black pepper. 8. Combine the vegetables with the couscous and mix well. 9. Serve warm, garnished with additional herbs if desired.",lunch,t,56.32,293.83,31.69,40.71,1675.08,9.27,339.15,388.03,3301.89,2481.18,150.22
202,Briouats,4,"[{""id"": 401, ""name"": ""briouats"", ""quantity"": 12.0, ""serving_unit"": ""nos""}, {""id"": 400, ""name"": ""phyllo pastry"", ""quantity"": 250.0, ""serving_unit"": ""g""}, {""id"": 346, ""name"": ""ground meat"", ""quantity"": 400.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 48, ""name"": ""cinnamon"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 18, ""name"": ""black pepper"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 125, ""name"": ""parsley"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 64, ""name"": ""egg"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 378, ""name"": ""oil"", ""quantity"": 500.0, ""serving_unit"": ""ml""}]","1. In a pan, heat a little bit of oil and sauté chopped onions until translucent. 2. Add minced garlic and ground meat, cooking until browned. 3. Season with salt, black pepper, cinnamon, and chopped parsley to taste. 4. Let the filling cool. 5. Lay out a sheet of phyllo pastry and cut it into strips. 6. Place a spoonful of the meat mixture at one end and fold the pastry over to form a triangle shape, continuing to fold until sealed. 7. Fry the briouats in hot oil until golden brown, then drain on paper towels. 8. Serve hot as a snack.",snack,f,156.61,519.34,147.51,15.65,4010.58,35.17,241.01,217.66,1966.16,3323.80,3.61
203,Butter Chicken,4,"[{""id"": 405, ""name"": ""Butter Chicken"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 43, ""name"": ""chicken"", ""quantity"": 500.0, ""serving_unit"": ""g""}, {""id"": 27, ""name"": ""butter"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 411, ""name"": ""yogurt"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 4.0, ""serving_unit"": ""nos""}, {""id"": 77, ""name"": ""ginger"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 178, ""name"": ""tomato"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 502, ""name"": ""extra cream"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 501, ""name"": ""butter chicken spices"", ""quantity"": 10.0, ""serving_unit"": ""g""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 18, ""name"": ""black pepper"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 54, ""name"": ""coriander powder"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}]","1. Marinate chicken in yogurt, spices, salt, and ginger-garlic paste for at least 1 hour. 2. In a pan, melt butter and sauté onions until golden brown. 3. Add marinated chicken and cook until it starts to brown. 4. Add chopped tomatoes and cook until soft. 5. Stir in cream and simmer for 15 minutes. 6. Adjust seasoning and garnish with coriander leaves. 7. Serve hot with naan or rice.",lunch,f,164.37,18.03,97.43,2.85,1631.96,6.57,190.34,316.71,1800.50,3281.13,2.12
204,Poha,2,"[{""id"": 503, ""name"": ""Rice flakes"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 182, ""name"": ""Turmeric"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 504, ""name"": ""Mustard seeds"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 60, ""name"": ""Curry leaves"", ""quantity"": 8.0, ""serving_unit"": ""nos""}, {""id"": 413, ""name"": ""Green chilies"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 121, ""name"": ""Onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 137, ""name"": ""Potato"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 128, ""name"": ""Peas"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 158, ""name"": ""Salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 378, ""name"": ""Oil"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}]","1. Rinse the rice flakes in water and set aside for 10 minutes until soft.
2. In a pan, heat oil over medium heat. Add mustard seeds and allow them to crackle.
3. Add curry leaves and chopped green chilies; sauté for a minute.
4. Add chopped onions and sauté until translucent.
5. Add diced potatoes and peas; cook until the potatoes are tender.
6. Stir in turmeric and salt, then add the soaked rice flakes. Mix well.
7. Cook for an additional 2-3 minutes.
8. Garnish with chopped coriander and serve hot.",breakfast,t,13.75,137.03,5.06,1.36,746.67,0.56,6.22,2.02,20.45,1.07,0.06
205,Rajma Chawal,4,"[{""id"": 505, ""name"": ""Rajma"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 148, ""name"": ""rice"", ""quantity"": 300.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 178, ""name"": ""tomato"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 77, ""name"": ""ginger"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 406, ""name"": ""green chili"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 58, ""name"": ""cumin seeds"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 183, ""name"": ""turmeric powder"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 231, ""name"": ""red chili powder"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 74, ""name"": ""garam masala"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 53, ""name"": ""coriander leaves"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}]","1. Soak Rajma (kidney beans) overnight in water. 2. Boil the Rajma in fresh water until soft. 3. In a pan, heat oil and add cumin seeds. 4. Add chopped onions and sauté until golden brown. 5. Add ginger, garlic, and green chili - sauté for another minute. 6. Add chopped tomatoes and cook until soft. 7. Stir in turmeric powder, red chili powder, and salt. 8. Add the boiled Rajma and a little water; let it simmer for 10-15 minutes. 9. Add garam masala and chopped coriander leaves before serving. 10. Serve hot with rice.",lunch,t,26.29,132.91,2.45,15.04,660.63,19.06,136.64,120.64,992.81,2309.69,2.18
206,Chicken Karahi,4,"[{""id"": 451, ""name"": ""Chicken"", ""quantity"": 1000.0, ""serving_unit"": ""g""}, {""id"": 415, ""name"": ""cooking oil"", ""quantity"": 100.0, ""serving_unit"": ""ml""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 178, ""name"": ""tomato"", ""quantity"": 300.0, ""serving_unit"": ""g""}, {""id"": 413, ""name"": ""green chilies"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 77, ""name"": ""ginger"", ""quantity"": 30.0, ""serving_unit"": ""g""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 30.0, ""serving_unit"": ""g""}, {""id"": 54, ""name"": ""coriander powder"", ""quantity"": 20.0, ""serving_unit"": ""g""}, {""id"": 223, ""name"": ""cumin powder"", ""quantity"": 10.0, ""serving_unit"": ""g""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 10.0, ""serving_unit"": ""g""}, {""id"": 231, ""name"": ""red chili powder"", ""quantity"": 15.0, ""serving_unit"": ""g""}, {""id"": 74, ""name"": ""garam masala"", ""quantity"": 10.0, ""serving_unit"": ""g""}]","1. Heat the oil in a karahi. 2. Add chopped onions and sauté until they are golden brown. 3. Add ginger and garlic paste, and sauté for a minute. 4. Add chicken pieces and cook until the chicken is browned. 5. Add chopped tomatoes and green chilies, and cook until the tomatoes are soft. 6. Add coriander powder, cumin powder, salt, red chili powder, and garam masala. 7. Mix well and let it simmer until the chicken is fully cooked. 8. Garnish with fresh coriander and serve hot with naan or rice.",lunch,f,329.25,81.77,147.99,25.56,2970.40,31.32,533.75,674.70,4803.70,23832.90,78.06
207,Haleem,4,"[{""id"": 518, ""name"": ""wheat"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 516, ""name"": ""beef"", ""quantity"": 500.0, ""serving_unit"": ""g""}, {""id"": 517, ""name"": ""hareem spices"", ""quantity"": 20.0, ""serving_unit"": ""g""}]","1. Soak wheat overnight in water. 2. In a large pot, add soaked wheat, ground beef, and 8 cups of water. 3. Cook on medium heat, stirring occasionally, until the wheat is soft and well cooked. 4. Add hareem spices and mix well. 5. Cook for an additional 30 minutes. 6. Blend the mixture until smooth. 7. Simmer for another 10-15 minutes. 8. Serve hot, garnished with fried onions, lemon, and fresh cilantro.",dinner,f,162.00,145.20,79.20,26.60,1980.00,22.00,374.00,150.00,2380.00,285.00,0.00
208,Blini,4,"[{""id"": 260, ""name"": ""all-purpose flour"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 110, ""name"": ""milk"", ""quantity"": 500.0, ""serving_unit"": ""ml""}, {""id"": 240, ""name"": ""eggs"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 0.5, ""serving_unit"": ""tsp""}, {""id"": 226, ""name"": ""sugar"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 523, ""name"": ""butter"", ""quantity"": 50.0, ""serving_unit"": ""g""}]","1. In a mixing bowl, combine the flour, milk, eggs, salt, and sugar. Whisk until smooth. 2. Heat a non-stick skillet over medium heat and add a little butter. 3. Pour a ladle of the batter onto the skillet and cook until bubbles form on the surface. Flip and cook the other side until golden brown. 4. Repeat with the remaining batter. Serve warm with your choice of toppings.",snack,t,37.03,177.04,59.00,5.40,1398.23,8.98,95.20,608.01,888.52,1693.30,0.00
209,Mealie Pap,4,"[{""id"": 526, ""name"": ""Mealie Pap"", ""quantity"": 2.0, ""serving_unit"": ""cup""}, {""id"": 188, ""name"": ""water"", ""quantity"": 4.0, ""serving_unit"": ""cup""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 0.5, ""serving_unit"": ""tsp""}, {""id"": 27, ""name"": ""butter"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}]","1. In a medium saucepan, bring water to a boil. 2. Gradually add Mealie Pap to the boiling water while stirring continuously to avoid lumps. 3. Reduce the heat to low and cook for about 5 minutes, stirring frequently until thickened. 4. Add salt and butter, mixing well until fully incorporated. 5. Serve hot, with your choice of accompaniments.",breakfast,t,0.05,0.30,1.63,0.03,15.74,0.01,0.64,0.58,3.48,1162.96,0.00
210,Vetkoek,4,"[{""id"": 268, ""name"": ""plain flour"", ""quantity"": 250.0, ""serving_unit"": ""g""}, {""id"": 393, ""name"": ""active dry yeast"", ""quantity"": 7.0, ""serving_unit"": ""g""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 5.0, ""serving_unit"": ""g""}, {""id"": 256, ""name"": ""brown sugar"", ""quantity"": 30.0, ""serving_unit"": ""g""}, {""id"": 188, ""name"": ""water"", ""quantity"": 250.0, ""serving_unit"": ""ml""}, {""id"": 415, ""name"": ""cooking oil"", ""quantity"": 500.0, ""serving_unit"": ""ml""}, {""id"": 459, ""name"": ""minced beef"", ""quantity"": 500.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 325, ""name"": ""cumin"", ""quantity"": 5.0, ""serving_unit"": ""g""}]","1. In a bowl, combine the flour, yeast, salt, and sugar. 
2. Gradually add water and mix until a soft dough forms. 
3. Knead the dough for about 10 minutes until smooth. 
4. Allow the dough to rise for 1 hour in a warm place, covered with a cloth.
5. Meanwhile, cook the minced beef and onions with spices in a pan until the meat is browned. 
6. After the dough has risen, punch it down and divide it into balls. 
7. Flatten each ball and place a tablespoon of the beef mixture in the center. 
8. Fold the dough over the filling and seal it. 
9. Heat oil in a pan and deep fry the stuffed dough until golden brown on all sides. 
10. Drain on paper towels and serve warm.",breakfast,f,115.06,222.02,604.44,7.39,6662.90,24.18,181.00,159.18,1778.56,11881.84,0.07
211,Cape Malay Curry,4,"[{""id"": 532, ""name"": ""Cape Malay Curry"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 43, ""name"": ""chicken"", ""quantity"": 500.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 3.0, ""serving_unit"": ""tsp""}, {""id"": 77, ""name"": ""ginger"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 296, ""name"": ""curry powder"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 322, ""name"": ""coconut milk"", ""quantity"": 400.0, ""serving_unit"": ""ml""}, {""id"": 408, ""name"": ""tomatoes"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 137, ""name"": ""potatoes"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 32, ""name"": ""carrot"", ""quantity"": 1.0, ""serving_unit"": ""nos""}]","1. Heat oil in a pot and sauté onions until translucent. 2. Add garlic, ginger, and chicken, cook until browned. 3. Stir in curry powder and cook for a minute. 4. Add tomatoes, coconut milk, and bring to a simmer. 5. Add potatoes and carrots, simmer until cooked through. 6. Serve hot with rice or bread.",dinner,f,165.40,30.02,114.45,11.76,1785.52,6.37,219.74,176.18,2540.03,476.63,5.40
212,Dosa,4,"[{""id"": 533, ""name"": ""Dosa"", ""quantity"": 4.0, ""serving_unit"": ""nos""}]","1. Soak rice and urad dal in water for at least 4 hours. 2. Grind the soaked ingredients into a smooth batter. 3. Ferment the batter overnight in a warm place. 4. Heat a flat skillet and pour a ladle of batter, spreading it in a circular motion. 5. Cook until the bottom is golden brown, then flip it to cook the other side. 6. Serve hot with chutney and sambar.",breakfast,t,0.32,1.40,0.24,0.06,8.40,0.08,1.20,0.68,6.00,8.00,0.05
